order_date,customer_state,product_category_name,revenue,freight_total
2018-01-07,PB,moveis_decoracao,249.90,191.72
2017-09-25,MT,esporte_lazer,199.90,55.84
2017-09-11,GO,relogios_presentes,249.90,15.50
2018-07-16,BA,informatica_acessorios,119.99,51.13
2017-06-07,PB,telefonia,149.99,17.49
2018-04-10,SP,papelaria,177.00,9.00
2017-12-14,CE,telefonia,349.90,27.73
2018-08-06,SP,informatica_acessorios,1122.31,199.61
2018-01-24,SP,utilidades_domesticas,634.49,108.21
2018-01-12,MG,pet_shop,176.90,30.39
2018-01-09,BA,papelaria,129.00,20.14
2017-09-27,PI,eletronicos,109.00,21.56
2018-02-27,BA,eletrodomesticos,52.50,16.81
2018-07-02,SP,automotivo,420.87,90.08
2017-12-05,RJ,cama_mesa_banho,482.50,76.39
2017-05-03,SP,telefonia_fixa,32.99,10.96
2018-03-16,PB,beleza_saude,61.99,19.12
2017-12-13,MG,esporte_lazer,133.60,44.57
2017-04-10,DF,eletronicos,11.99,15.65
2018-07-15,SP,casa_conforto,89.90,18.43
2018-04-12,RJ,beleza_saude,120.00,23.38
2018-01-10,PR,bebes,174.90,31.97
2018-06-30,MG,beleza_saude,35.90,15.32
2018-01-25,RJ,informatica_acessorios,738.77,164.21
2018-05-01,BA,informatica_acessorios,348.99,37.15
2017-12-03,SP,moveis_decoracao,296.59,67.33
2018-01-10,RO,moveis_escritorio,359.98,70.12
2018-01-10,MG,cool_stuff,59.00,39.68
2017-08-10,MG,esporte_lazer,59.90,16.86
2018-06-05,RJ,cama_mesa_banho,205.89,65.57
2017-09-04,SP,fashion_bolsas_e_acessorios,449.00,16.89
2018-02-18,MG,esporte_lazer,201.20,47.63
2017-12-24,SP,ferramentas_jardim,179.99,45.72
2017-09-09,PB,,79.80,85.52
2017-03-14,RJ,cool_stuff,664.99,28.40
2018-04-20,SC,artes,48.90,15.23
2017-12-27,PE,perfumaria,110.98,35.34
2018-05-12,MG,construcao_ferramentas_construcao,563.00,19.94
2018-08-11,DF,informatica_acessorios,420.32,54.24
2017-10-30,ES,relogios_presentes,39.00,15.10
2018-04-10,RS,construcao_ferramentas_ferramentas,15.80,18.23
2018-06-24,SC,telefonia,18.99,18.23
2017-10-02,SP,sinalizacao_e_seguranca,116.00,12.31
2018-08-07,SP,alimentos_bebidas,39.99,12.94
2018-05-21,SC,beleza_saude,151.00,15.72
2017-07-21,RJ,moveis_decoracao,94.80,30.20
2018-02-08,PI,malas_acessorios,99.90,23.02
2018-03-25,SC,bebes,987.00,27.99
2017-05-01,RS,pet_shop,289.80,46.60
2017-03-10,SP,automotivo,69.99,14.66
2017-07-12,SC,beleza_saude,119.90,15.59
2017-08-04,SC,sinalizacao_e_seguranca,129.00,15.65
2018-07-21,RJ,artigos_de_natal,31.78,18.32
2018-02-03,MG,esporte_lazer,19.99,15.10
2018-07-14,SC,beleza_saude,31.50,18.32
2018-05-30,RS,eletroportateis,193.00,18.93
2018-07-23,PR,fashion_bolsas_e_acessorios,69.00,18.58
2018-06-11,SP,construcao_ferramentas_construcao,10.18,18.23
2017-05-23,SP,malas_acessorios,979.60,123.28
2017-10-11,RS,informatica_acessorios,379.60,67.08
2018-05-05,MG,ferramentas_jardim,152.90,18.74
2018-05-23,CE,fashion_bolsas_e_acessorios,24.90,22.85
2018-06-08,RS,cama_mesa_banho,187.00,58.83
2016-10-04,PR,beleza_saude,49.90,16.78
2018-04-02,DF,informatica_acessorios,39.90,16.32
2018-04-27,ES,ferramentas_jardim,99.00,18.74
2017-03-27,SP,fashion_bolsas_e_acessorios,96.99,21.92
2017-10-22,SP,utilidades_domesticas,513.73,117.62
2018-06-10,SP,moveis_decoracao,179.70,57.29
2017-11-13,RJ,informatica_acessorios,810.41,123.77
2017-12-08,MG,cama_mesa_banho,131.80,34.06
2017-07-06,ES,cama_mesa_banho,79.99,16.81
2017-10-07,SE,eletroportateis,68.70,22.80
2018-07-25,MG,informatica_acessorios,78.78,40.62
2017-02-07,RS,esporte_lazer,23.90,14.52
2017-03-20,MG,telefonia,18.99,14.52
2018-07-04,RO,utilidades_domesticas,160.00,27.89
2017-09-26,RS,eletroportateis,386.00,35.20
2018-04-03,SP,market_place,15.00,7.39
2018-02-19,MG,moveis_decoracao,99.90,23.57
2017-11-23,SP,telefonia,15.90,7.78
2018-01-18,RS,cool_stuff,269.00,32.63
2018-06-01,RJ,bebes,250.00,87.42
2017-05-18,DF,alimentos_bebidas,95.00,14.42
2018-03-02,SP,consoles_games,7.78,14.10
2018-06-06,PR,pet_shop,59.90,18.30
2018-03-18,PB,relogios_presentes,224.00,52.07
2018-08-02,SP,cine_foto,15.90,7.39
2017-11-04,MG,fashion_bolsas_e_acessorios,34.90,12.48
2017-10-23,MG,utilidades_domesticas,38.90,15.10
2018-06-25,MG,cama_mesa_banho,89.97,33.16
2018-03-30,RJ,bebes,169.90,39.01
2017-09-19,MS,malas_acessorios,118.90,17.40
2017-12-20,MG,telefonia,78.89,29.44
2017-10-27,SP,construcao_ferramentas_jardim,15.60,12.69
2017-06-19,GO,perfumaria,167.92,15.93
2018-07-23,MS,eletroportateis,89.00,22.55
2018-05-21,MG,cama_mesa_banho,199.90,13.83
2017-05-18,MG,perfumaria,539.70,45.03
2017-12-28,PI,eletronicos,21.90,34.15
2018-04-18,RS,brinquedos,34.90,18.23
2017-05-31,SP,esporte_lazer,163.90,25.95
2018-05-06,SC,telefonia,42.00,12.76
2018-03-11,SP,cama_mesa_banho,501.35,103.10
2017-09-17,MA,malas_acessorios,72.90,35.83
2017-11-08,SP,eletronicos,126.65,25.82
2018-03-23,RJ,utilidades_domesticas,289.00,9.05
2017-04-26,PE,relogios_presentes,228.00,26.09
2017-10-28,RJ,cama_mesa_banho,99.90,17.95
2018-07-19,MG,consoles_games,129.98,29.35
2017-08-05,MG,fashion_calcados,84.90,17.84
2018-01-03,SP,livros_interesse_geral,19.95,1.94
2017-08-25,RS,esporte_lazer,59.00,14.14
2018-06-06,RJ,moveis_quarto,150.00,36.18
2017-12-27,GO,cama_mesa_banho,439.80,52.76
2018-03-05,RS,bebes,269.90,51.89
2017-02-20,SP,utilidades_domesticas,54.98,22.70
2017-12-03,MG,brinquedos,444.73,95.35
2018-06-27,MG,informatica_acessorios,68.90,22.41
2017-02-11,CE,moveis_decoracao,43.90,24.55
2017-10-13,SP,market_place,35.90,11.85
2017-05-19,RJ,esporte_lazer,288.99,26.65
2018-02-28,SP,cool_stuff,1248.00,40.60
2018-03-10,SP,beleza_saude,822.54,53.14
2018-03-25,RJ,telefonia,33.90,18.23
2018-07-20,MS,construcao_ferramentas_iluminacao,179.99,24.06
2017-11-17,BA,telefonia,24.99,16.79
2017-09-13,BA,cama_mesa_banho,91.47,69.21
2017-09-03,MG,telefonia,104.90,40.94
2017-11-23,MG,,36.90,13.37
2017-02-24,RJ,utilidades_domesticas,6.00,14.52
2018-02-24,BA,livros_tecnicos,99.90,18.27
2018-03-29,SC,beleza_saude,79.98,36.46
2018-06-23,CE,utilidades_domesticas,330.00,24.59
2017-06-02,SP,utilidades_domesticas,230.07,37.08
2017-10-03,SP,papelaria,79.00,12.05
2017-11-28,RO,livros_interesse_geral,44.99,22.67
2018-03-19,SP,consoles_games,69.98,15.37
2018-04-01,SP,moveis_sala,109.97,24.63
2017-03-12,MG,esporte_lazer,175.89,34.40
2017-10-22,RJ,moveis_cozinha_area_de_servico_jantar_e_jardim,189.00,46.79
2017-12-20,MT,eletroportateis,597.00,21.75
2017-07-08,DF,informatica_acessorios,31.90,14.10
2017-01-26,RJ,beleza_saude,23.90,14.11
2018-08-24,SP,eletronicos,74.31,7.78
2018-07-16,PE,telefonia,27.99,37.11
2018-07-01,PR,informatica_acessorios,27.90,17.13
2018-02-15,DF,bebidas,47.49,16.11
2017-12-29,SP,agro_industria_e_comercio,241.80,25.60
2017-09-25,SP,utilidades_domesticas,28.72,56.40
2017-07-30,RJ,moveis_sala,114.97,45.26
2017-07-27,PR,papelaria,189.95,21.82
2018-01-12,PR,brinquedos,229.90,17.86
2018-01-02,RS,construcao_ferramentas_jardim,16.60,16.11
2017-11-16,SP,cds_dvds_musicais,65.00,9.94
2017-11-24,RJ,utilidades_domesticas,742.57,154.22
2018-08-03,SP,utilidades_domesticas,433.13,66.33
2017-09-27,TO,brinquedos,79.90,28.96
2018-04-29,PR,relogios_presentes,529.97,75.36
2018-08-02,PE,bebes,85.99,22.88
2017-06-19,SP,utilidades_domesticas,586.30,114.33
2017-06-17,RJ,eletronicos,49.00,15.10
2017-10-24,SP,cool_stuff,341.60,75.16
2018-01-13,AL,moveis_decoracao,69.90,29.90
2017-12-06,MG,automotivo,859.69,130.02
2017-03-15,RS,ferramentas_jardim,420.50,41.04
2017-09-14,PB,bebes,50.00,37.90
2018-07-28,PR,relogios_presentes,179.00,23.18
2017-04-21,RJ,cama_mesa_banho,86.80,29.20
2018-03-21,RS,telefonia,23.99,18.23
2018-02-09,RS,moveis_decoracao,129.90,18.16
2017-11-24,RJ,eletroportateis,129.90,12.36
2017-05-09,SP,utilidades_domesticas,115.89,36.92
2017-07-04,PA,ferramentas_jardim,324.30,47.86
2018-07-04,GO,perfumaria,168.20,40.91
2018-01-11,MG,telefonia,208.99,42.63
2017-11-08,MG,cama_mesa_banho,337.51,98.20
2017-04-30,BA,informatica_acessorios,39.90,17.35
2017-04-12,SE,ferramentas_jardim,59.90,24.62
2017-11-29,MG,beleza_saude,354.90,32.12
2018-01-23,CE,moveis_decoracao,279.90,26.41
2018-08-10,MS,fashion_bolsas_e_acessorios,49.90,15.45
2017-11-21,BA,beleza_saude,139.80,36.66
2017-06-23,CE,beleza_saude,357.00,27.78
2017-06-03,MA,informatica_acessorios,39.90,21.15
2018-02-11,CE,relogios_presentes,54.99,21.18
2018-05-20,RJ,brinquedos,139.00,16.94
2018-03-30,PE,telefonia,27.99,19.04
2018-08-13,SP,pet_shop,406.10,60.28
2017-11-07,MG,cama_mesa_banho,212.07,53.94
2018-08-06,MT,ferramentas_jardim,174.99,21.18
2018-02-17,PE,bebes,169.90,46.78
2017-02-13,GO,telefonia,18.99,17.78
2018-08-04,SP,construcao_ferramentas_iluminacao,12.51,8.29
2017-11-16,RJ,brinquedos,260.30,36.32
2018-07-23,SP,casa_construcao,39.95,13.44
2018-07-16,PE,utilidades_domesticas,320.00,71.56
2018-02-15,SP,brinquedos,559.78,35.02
2017-02-06,SP,,554.89,28.66
2018-02-14,RJ,beleza_saude,498.38,62.50
2017-12-02,SP,eletronicos,14.99,11.85
2017-03-05,SP,esporte_lazer,628.99,59.32
2018-05-29,MG,perfumaria,129.50,11.75
2017-07-10,PE,esporte_lazer,99.70,34.50
2017-05-12,PE,cama_mesa_banho,89.90,25.91
2017-06-01,RS,esporte_lazer,59.90,16.18
2018-07-16,PE,moveis_decoracao,230.00,108.07
2018-05-01,ES,telefonia,29.99,15.23
2017-12-05,MG,fashion_bolsas_e_acessorios,34.90,9.09
2018-05-29,MG,moveis_decoracao,115.00,41.00
2017-08-03,GO,cama_mesa_banho,52.11,15.11
2017-12-27,PR,pet_shop,119.90,32.17
2018-05-02,MT,cama_mesa_banho,189.00,54.78
2017-08-28,MG,moveis_decoracao,89.70,48.33
2018-07-15,RS,telefonia,49.99,15.45
2018-01-19,GO,eletronicos,13.65,15.10
2017-04-26,PR,moveis_escritorio,179.96,33.54
2018-01-30,DF,eletroportateis,299.00,22.58
2017-06-10,RJ,papelaria,339.99,39.24
2017-11-20,PI,utilidades_domesticas,45.99,34.15
2017-03-06,MG,bebes,89.90,19.33
2017-12-11,PA,brinquedos,119.99,21.24
2017-05-04,MG,bebes,110.00,19.36
2018-08-22,SP,eletronicos,15.00,8.88
2017-05-18,MG,malas_acessorios,205.80,28.90
2017-09-06,RS,brinquedos,214.80,49.77
2017-08-18,RJ,automotivo,14.99,14.10
2018-01-02,SP,beleza_saude,992.89,107.93
2018-06-09,SP,relogios_presentes,721.00,64.24
2018-03-02,MG,cool_stuff,299.99,57.18
2017-12-04,PR,relogios_presentes,125.00,31.39
2018-06-09,RS,cama_mesa_banho,501.55,78.25
2017-11-25,MG,ferramentas_jardim,756.96,220.59
2017-03-11,CE,telefonia,25.00,24.84
2017-07-01,DF,moveis_decoracao,589.00,53.02
2017-03-21,GO,beleza_saude,43.48,17.78
2018-03-26,SP,moveis_decoracao,575.27,85.63
2017-09-20,PR,cama_mesa_banho,210.78,66.00
2018-04-09,SP,bebes,1415.78,54.14
2018-08-17,MG,telefonia,508.90,42.14
2018-01-12,ES,informatica_acessorios,86.63,30.89
2018-02-26,GO,utilidades_domesticas,403.10,154.65
2018-03-17,PR,relogios_presentes,219.00,24.11
2017-12-10,PA,beleza_saude,150.00,26.33
2017-07-13,MG,utilidades_domesticas,16.99,12.48
2017-08-09,SP,malas_acessorios,171.80,28.66
2018-01-30,AM,telefonia,29.98,21.15
2018-01-23,RS,cama_mesa_banho,273.89,57.41
2017-09-05,SP,cama_mesa_banho,206.70,41.83
2017-05-26,RJ,,89.80,31.70
2017-04-09,PR,brinquedos,54.98,14.55
2018-02-10,PE,papelaria,134.89,53.65
2018-08-01,SC,telefonia,378.00,20.75
2017-11-27,PR,moveis_decoracao,270.00,49.17
2017-11-29,SP,climatizacao,82.95,8.33
2018-02-10,PE,automotivo,429.90,31.41
2017-09-23,SP,moveis_escritorio,231.98,42.93
2017-05-22,MG,utilidades_domesticas,38.00,16.11
2018-05-03,SP,consoles_games,258.00,37.56
2018-06-28,GO,brinquedos,29.89,18.36
2017-04-16,SP,automotivo,32.90,10.96
2017-08-26,MG,moveis_decoracao,249.49,96.02
2018-03-07,MG,papelaria,38.00,12.79
2017-08-05,RJ,moveis_decoracao,69.90,15.25
2017-06-02,DF,fashion_bolsas_e_acessorios,59.90,14.17
2018-05-08,SP,market_place,29.99,12.79
2017-06-28,RS,beleza_saude,18.99,14.10
2018-07-04,RS,telefonia,503.89,57.83
2018-07-11,MA,esporte_lazer,79.99,52.91
2017-05-11,DF,ferramentas_jardim,16.90,15.10
2018-03-12,PI,automotivo,295.00,20.08
2018-06-14,MG,relogios_presentes,249.00,19.84
2018-01-14,ES,moveis_escritorio,116.99,14.57
2018-08-14,MG,pet_shop,1240.00,102.63
2017-09-01,RS,cama_mesa_banho,49.95,15.10
2018-05-18,MG,beleza_saude,480.00,52.27
2018-04-25,PR,moveis_decoracao,150.00,22.13
2017-11-13,MG,beleza_saude,52.99,17.62
2017-02-07,MG,telefonia,142.99,18.52
2017-02-26,SP,pet_shop,144.20,51.61
2018-06-05,SP,alimentos,27.90,12.79
2018-05-08,RS,brinquedos,189.99,24.98
2017-07-29,MG,moveis_sala,79.90,15.31
2018-06-10,RS,automotivo,97.90,37.64
2018-05-31,SP,cama_mesa_banho,774.34,130.81
2017-12-18,SP,esporte_lazer,782.50,127.28
2018-01-13,MG,esporte_lazer,347.56,36.12
2018-04-17,RJ,cama_mesa_banho,636.70,162.56
2018-03-01,SP,cama_mesa_banho,1663.52,212.47
2018-05-26,SP,cama_mesa_banho,657.48,141.24
2018-04-27,RS,informatica_acessorios,309.00,62.41
2018-02-17,PR,cool_stuff,524.99,46.84
2018-02-22,SC,informatica_acessorios,47.00,17.60
2018-08-26,SP,papelaria,13.59,12.79
2017-09-26,PR,cama_mesa_banho,159.00,21.95
2017-07-30,RS,moveis_decoracao,131.82,31.43
2018-01-04,BA,instrumentos_musicais,59.90,17.99
2018-03-06,MS,casa_construcao,389.00,55.25
2017-09-27,SC,informatica_acessorios,521.70,47.91
2018-02-11,SP,perfumaria,152.80,17.69
2018-03-22,RJ,moveis_escritorio,233.98,114.16
2018-02-24,MG,relogios_presentes,335.00,17.10
2018-03-12,MG,relogios_presentes,1248.80,80.72
2017-08-30,SP,consoles_games,179.89,24.20
2018-04-23,PR,esporte_lazer,63.00,9.26
2018-06-06,RJ,automotivo,16.90,18.23
2018-01-18,MG,moveis_decoracao,664.16,115.56
2017-03-20,MG,casa_conforto,89.90,14.80
2018-07-25,SP,casa_construcao,270.00,35.49
2018-08-08,RS,relogios_presentes,399.00,18.98
2018-02-02,RJ,agro_industria_e_comercio,412.00,26.26
2017-09-28,RS,beleza_saude,69.99,25.77
2017-12-29,RJ,utilidades_domesticas,96.00,34.09
2018-06-02,SP,pet_shop,384.89,40.15
2017-06-26,BA,beleza_saude,119.90,21.64
2017-03-08,RJ,automotivo,257.29,43.35
2018-04-27,MG,agro_industria_e_comercio,410.00,23.46
2017-12-13,RJ,,149.00,14.79
2018-05-18,PR,construcao_ferramentas_iluminacao,29.90,18.23
2018-03-10,PI,beleza_saude,529.90,63.77
2018-08-22,SC,instrumentos_musicais,59.90,46.72
2017-07-29,MG,brinquedos,45.00,16.11
2017-06-29,RJ,beleza_saude,18.99,14.10
2017-10-04,RJ,,120.00,16.60
2018-06-13,MT,beleza_saude,199.90,43.68
2018-02-23,RO,beleza_saude,284.00,39.54
2017-11-19,RJ,moveis_decoracao,119.90,25.68
2018-02-27,PE,beleza_saude,159.90,27.97
2018-07-12,MG,construcao_ferramentas_construcao,129.90,36.14
2017-11-16,RJ,,189.75,17.58
2018-06-21,SP,cool_stuff,274.99,33.45
2018-03-23,SP,cama_mesa_banho,839.35,142.58
2018-03-30,MG,esporte_lazer,206.79,71.51
2018-01-11,RJ,brinquedos,159.99,10.13
2018-02-22,ES,alimentos,27.90,15.10
2018-08-17,MG,,274.89,46.61
2017-11-01,BA,informatica_acessorios,827.40,260.04
2017-06-27,MG,perfumaria,289.90,16.79
2018-02-10,SP,ferramentas_jardim,231.70,92.37
2017-06-12,SP,eletronicos,78.40,26.83
2018-08-18,RJ,cama_mesa_banho,366.69,99.69
2017-06-08,RJ,relogios_presentes,384.90,31.19
2018-02-20,CE,perfumaria,79.99,19.10
2017-04-11,MG,malas_acessorios,54.90,10.99
2018-01-17,ES,malas_acessorios,299.90,17.54
2018-08-01,MG,utilidades_domesticas,307.80,110.68
2018-01-15,SP,ferramentas_jardim,331.69,85.04
2018-07-07,SP,beleza_saude,939.81,179.14
2018-02-15,RJ,cama_mesa_banho,131.00,35.97
2018-06-16,SP,automotivo,540.50,59.63
2017-01-27,PR,bebes,349.99,18.00
2017-10-21,SP,brinquedos,547.29,60.16
2018-02-22,PE,telefonia,25.90,25.63
2017-11-14,RS,brinquedos,597.90,21.44
2018-04-29,RS,relogios_presentes,199.00,0.00
2018-03-07,ES,relogios_presentes,219.00,24.11
2017-08-30,RJ,perfumaria,56.99,14.15
2017-07-12,PR,cama_mesa_banho,205.00,26.27
2018-02-01,MG,construcao_ferramentas_ferramentas,29.90,14.08
2017-11-01,AL,relogios_presentes,144.80,21.81
2018-05-04,PR,moveis_decoracao,40.90,15.23
2018-03-19,PR,utilidades_domesticas,179.00,37.09
2017-10-04,PE,ferramentas_jardim,59.90,28.82
2017-12-21,MS,cama_mesa_banho,122.90,16.62
2018-02-02,MG,pet_shop,59.00,17.98
2017-08-16,MG,cool_stuff,149.90,29.45
2017-09-05,SP,eletronicos,156.90,30.18
2018-01-26,MG,pet_shop,89.99,15.38
2018-04-17,RJ,cool_stuff,215.00,22.59
2017-09-25,RS,beleza_saude,143.98,33.01
2018-03-28,MG,cool_stuff,315.00,24.79
2018-04-18,MG,informatica_acessorios,483.70,82.59
2018-08-17,PA,eletronicos,17.00,19.04
2018-07-07,SP,fashion_bolsas_e_acessorios,35.00,7.51
2018-07-21,BA,beleza_saude,679.64,59.82
2017-05-11,PR,informatica_acessorios,150.49,45.51
2017-12-24,RS,perfumaria,27.98,30.20
2017-11-18,MA,utilidades_domesticas,51.98,45.34
2017-11-03,RJ,cool_stuff,59.90,16.67
2018-04-03,RS,perfumaria,329.90,21.28
2018-01-19,SP,construcao_ferramentas_iluminacao,44.99,11.73
2018-03-01,MG,relogios_presentes,128.89,15.65
2018-04-09,SP,,102.90,23.30
2017-08-06,PR,instrumentos_musicais,74.90,15.27
2017-11-29,PE,informatica_acessorios,50.99,21.16
2018-02-27,RJ,eletrodomesticos_2,126.00,38.40
2018-04-18,ES,utilidades_domesticas,25.00,19.32
2017-12-12,RJ,ferramentas_jardim,12.10,15.10
2017-02-24,BA,beleza_saude,184.90,25.49
2018-03-26,ES,instrumentos_musicais,799.90,39.14
2017-05-25,SP,pc_gamer,129.99,8.16
2017-06-13,PA,beleza_saude,26.90,17.63
2018-02-18,MG,,122.99,15.61
2018-06-12,PA,construcao_ferramentas_construcao,299.99,28.76
2017-11-28,BA,esporte_lazer,867.86,149.50
2018-05-18,RS,relogios_presentes,878.00,24.03
2017-03-04,RJ,informatica_acessorios,195.90,19.96
2017-10-14,SP,brinquedos,288.05,62.12
2017-09-11,TO,moveis_escritorio,129.94,36.93
2017-11-26,SP,fashion_calcados,169.80,27.22
2017-06-16,SC,cool_stuff,43.99,17.60
2018-07-31,RJ,telefonia_fixa,1295.00,77.22
2017-10-20,RS,ferramentas_jardim,169.90,54.52
2018-02-16,PA,beleza_saude,373.97,85.96
2018-01-18,RJ,eletrodomesticos,139.80,35.48
2017-12-10,SP,tablets_impressao_imagem,139.80,18.54
2017-04-27,SP,relogios_presentes,45.00,10.96
2017-04-12,SP,brinquedos,754.78,51.86
2018-04-28,SP,livros_importados,18.99,7.39
2017-06-08,PR,perfumaria,56.99,15.15
2018-07-20,MG,esporte_lazer,211.90,86.86
2017-08-03,MG,esporte_lazer,110.98,30.50
2018-08-03,RS,utilidades_domesticas,44.90,38.58
2017-07-17,SP,livros_interesse_geral,197.70,45.35
2018-08-07,MG,automotivo,348.19,70.29
2017-12-10,RJ,brinquedos,1259.66,117.25
2018-03-10,RJ,informatica_acessorios,490.80,78.46
2018-01-10,SP,brinquedos,249.98,29.53
2017-06-05,PR,moveis_decoracao,59.55,16.18
2018-08-03,MG,moveis_decoracao,310.80,101.55
2017-05-01,SP,livros_interesse_geral,99.50,15.91
2018-05-30,RJ,moveis_escritorio,289.00,93.14
2017-08-01,GO,perfumaria,45.90,15.10
2017-04-11,RJ,beleza_saude,199.00,15.56
2017-09-13,PR,beleza_saude,66.98,30.20
2017-06-07,SP,brinquedos,87.80,24.44
2017-08-06,RJ,relogios_presentes,239.90,16.43
2017-08-31,SC,moveis_quarto,229.00,34.66
2017-12-06,RS,alimentos_bebidas,39.90,42.38
2017-01-13,MG,moveis_decoracao,89.90,15.84
2018-06-11,RJ,ferramentas_jardim,99.06,23.49
2018-08-05,SP,,80.00,9.31
2018-05-03,GO,relogios_presentes,49.00,18.23
2017-07-28,PB,malas_acessorios,19.90,21.15
2018-07-27,MA,pet_shop,99.90,53.05
2017-08-30,SP,moveis_escritorio,118.90,26.68
2017-03-30,PR,informatica_acessorios,179.98,22.48
2017-07-14,MG,beleza_saude,219.90,20.78
2018-03-27,CE,brinquedos,99.00,20.74
2018-06-10,RS,moveis_sala,329.90,85.86
2017-09-03,MG,moveis_escritorio,1326.50,333.35
2018-03-09,SC,esporte_lazer,89.99,15.51
2017-11-11,RJ,cool_stuff,166.99,20.66
2017-12-11,DF,,49.77,14.10
2018-06-15,MS,pet_shop,39.99,18.38
2017-05-14,SP,beleza_saude,1163.26,115.07
2018-04-17,SP,automotivo,717.40,114.88
2017-12-05,BA,relogios_presentes,965.99,58.18
2018-08-03,MG,cama_mesa_banho,483.44,139.85
2017-09-01,DF,cama_mesa_banho,199.90,26.24
2018-02-04,SP,instrumentos_musicais,339.00,15.98
2018-01-31,SP,cool_stuff,444.99,31.30
2018-04-25,BA,esporte_lazer,427.19,43.35
2017-05-31,BA,cama_mesa_banho,89.90,17.07
2017-09-29,SP,esporte_lazer,339.78,59.89
2017-12-04,GO,perfumaria,94.50,15.41
2017-02-22,SP,livros_interesse_geral,115.00,14.98
2017-09-21,RO,bebes,64.90,17.33
2017-03-04,SC,moveis_decoracao,59.90,15.63
2017-07-16,SP,perfumaria,314.82,35.71
2018-06-15,SP,telefonia,27.46,20.18
2017-11-28,PI,informatica_acessorios,87.00,25.64
2018-04-22,SP,consoles_games,229.90,17.58
2018-07-17,PA,bebes,97.80,37.60
2017-08-24,SP,livros_tecnicos,180.00,13.82
2018-06-18,MG,relogios_presentes,366.90,56.87
2018-06-26,DF,utilidades_domesticas,122.69,78.19
2018-01-14,BA,fashion_underwear_e_moda_praia,155.00,17.53
2018-01-15,SP,consoles_games,38.90,8.72
2018-05-24,SP,moveis_escritorio,129.00,47.76
2017-09-20,SP,cool_stuff,1610.88,126.54
2017-11-06,RJ,perfumaria,395.90,18.21
2017-11-05,MS,informatica_acessorios,45.60,16.79
2017-06-14,RJ,pet_shop,354.50,70.84
2017-08-19,SP,ferramentas_jardim,480.00,70.50
2018-07-14,SE,beleza_saude,122.99,21.13
2017-12-16,RJ,livros_interesse_geral,38.00,14.10
2017-03-21,MG,utilidades_domesticas,16.90,14.52
2017-10-08,SC,esporte_lazer,340.85,50.47
2018-01-23,MS,informatica_acessorios,27.90,15.79
2017-12-06,PA,moveis_decoracao,129.90,50.57
2017-08-02,SP,eletroportateis,15.90,9.34
2018-02-19,MG,instrumentos_musicais,58.00,15.16
2018-05-18,RS,ferramentas_jardim,33.60,18.23
2018-06-05,MA,beleza_saude,24.90,22.85
2017-08-07,CE,perfumaria,678.00,41.82
2018-04-24,RJ,cama_mesa_banho,117.80,47.05
2018-01-18,SC,papelaria,89.00,17.87
2017-03-18,RJ,esporte_lazer,969.00,116.30
2017-12-22,SP,bebes,130.00,17.16
2017-10-22,MG,telefonia,27.99,15.10
2018-08-19,SP,eletronicos,32.90,7.45
2017-02-11,SP,moveis_escritorio,819.59,65.00
2018-07-26,BA,beleza_saude,51.89,17.29
2017-05-26,MG,esporte_lazer,270.00,49.17
2017-10-30,PR,,48.30,15.10
2018-04-15,MG,fashion_bolsas_e_acessorios,39.90,13.47
2018-08-15,PR,moveis_decoracao,49.90,19.54
2017-03-01,SP,market_place,68.00,11.09
2017-07-09,RJ,pet_shop,16.99,15.11
2018-08-12,SP,pet_shop,462.29,139.53
2017-11-26,SP,utilidades_domesticas,832.56,181.91
2018-07-23,SP,consoles_games,350.00,73.53
2017-10-02,SP,construcao_ferramentas_ferramentas,729.00,25.59
2018-02-20,BA,esporte_lazer,121.79,50.37
2017-07-03,RJ,beleza_saude,79.00,18.79
2017-07-05,RS,brinquedos,127.78,47.25
2018-05-09,RJ,cool_stuff,199.00,32.79
2018-07-29,RS,moveis_decoracao,268.90,93.71
2018-06-11,MT,esporte_lazer,72.99,38.78
2017-07-16,RJ,esporte_lazer,372.46,42.03
2017-06-04,RJ,industria_comercio_e_negocios,131.00,23.79
2017-07-22,RJ,informatica_acessorios,31.90,14.10
2017-11-29,SP,beleza_saude,2355.41,142.35
2018-01-19,MG,pet_shop,38.70,15.10
2018-07-23,SP,relogios_presentes,593.79,45.85
2017-12-21,RJ,brinquedos,179.90,54.02
2017-11-08,RS,cool_stuff,99.99,17.95
2018-02-07,ES,bebes,48.90,16.11
2018-07-14,SC,relogios_presentes,139.90,16.08
2018-07-14,MG,construcao_ferramentas_construcao,511.90,66.01
2017-06-30,MG,esporte_lazer,315.13,36.45
2017-04-27,SP,,29.90,14.52
2017-05-02,SC,esporte_lazer,324.00,69.11
2018-01-30,MG,cama_mesa_banho,466.89,92.03
2017-12-10,MG,moveis_decoracao,75.00,20.02
2018-03-08,RS,papelaria,99.80,37.29
2017-05-30,GO,moveis_decoracao,207.06,17.89
2017-06-08,PE,beleza_saude,1570.00,497.42
2017-11-08,PI,telefonia,39.90,21.15
2017-11-17,BA,relogios_presentes,84.00,33.62
2017-11-27,PR,cama_mesa_banho,187.79,70.97
2018-01-18,SC,cool_stuff,29.50,20.84
2017-08-15,RJ,ferramentas_jardim,119.80,35.34
2018-01-23,RJ,beleza_saude,120.98,47.19
2017-06-27,SP,audio,89.00,7.88
